node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ELF5	GATA3	9606.ENSP00000311010	9606.ENSP00000368632	0	0	0	0	0.064	0	0	0.690	0.698
ELF5	EOMES	9606.ENSP00000311010	9606.ENSP00000388620	0	0	0	0	0	0	0	0.702	0.703
ELK1	ELK4	9606.ENSP00000483056	9606.ENSP00000350681	0	0	0	0.808	0	0	0.800	0.308	0.810
EOMES	GSC	9606.ENSP00000388620	9606.ENSP00000238558	0	0	0	0	0.062	0.100	0	0.388	0.438
EOMES	POU5F1	9606.ENSP00000388620	9606.ENSP00000259915	0	0	0	0	0.062	0.135	0	0.684	0.721
EOMES	GATA6	9606.ENSP00000388620	9606.ENSP00000269216	0	0	0	0	0	0.119	0	0.663	0.690
EOMES	SOX17	9606.ENSP00000388620	9606.ENSP00000297316	0	0	0	0	0	0.062	0	0.688	0.694
EOMES	GATA4	9606.ENSP00000388620	9606.ENSP00000334458	0	0	0	0	0.049	0.119	0	0.625	0.658
EOMES	OTX2	9606.ENSP00000388620	9606.ENSP00000343819	0	0	0	0	0.062	0.060	0	0.538	0.557
EOMES	GATA2	9606.ENSP00000388620	9606.ENSP00000345681	0	0	0	0	0.052	0.119	0	0.342	0.402
EOMES	PRDM1	9606.ENSP00000388620	9606.ENSP00000358092	0	0	0	0	0	0.075	0	0.712	0.722
EOMES	GATA3	9606.ENSP00000388620	9606.ENSP00000368632	0	0	0	0	0.052	0.119	0	0.740	0.764
EOMES	IRF4	9606.ENSP00000388620	9606.ENSP00000370343	0	0	0	0	0.062	0	0	0.524	0.534
EOMES	STAT4	9606.ENSP00000388620	9606.ENSP00000376134	0	0	0	0	0	0.112	0	0.469	0.508
EOMES	ETS1	9606.ENSP00000388620	9606.ENSP00000376436	0	0	0	0	0.062	0.058	0	0.416	0.439
EOMES	LHX1	9606.ENSP00000388620	9606.ENSP00000477829	0	0	0	0	0.088	0.100	0	0.499	0.553
EOMES	FOXA2	9606.ENSP00000388620	9606.ENSP00000400341	0	0	0	0	0	0.138	0	0.635	0.672
ERG	SPI1	9606.ENSP00000414150	9606.ENSP00000227163	0	0	0	0	0.089	0.213	0	0.558	0.655
ERG	RUNX2	9606.ENSP00000414150	9606.ENSP00000360493	0	0	0	0	0	0.830	0	0.145	0.848
ETS1	SPI1	9606.ENSP00000376436	9606.ENSP00000227163	0	0	0	0.594	0.059	0.270	0	0.884	0.539
ETS1	YY1	9606.ENSP00000376436	9606.ENSP00000262238	0	0	0	0	0	0.057	0	0.469	0.477
ETS1	SMAD3	9606.ENSP00000376436	9606.ENSP00000332973	0	0	0	0	0.062	0.607	0	0.677	0.871
ETS1	GATA4	9606.ENSP00000376436	9606.ENSP00000334458	0	0	0	0	0.052	0.143	0	0.426	0.493
ETS1	GATA2	9606.ENSP00000376436	9606.ENSP00000345681	0	0	0	0	0.049	0.110	0	0.637	0.666
ETS1	PRDM1	9606.ENSP00000376436	9606.ENSP00000358092	0	0	0	0	0.071	0.182	0	0.459	0.552
ETS1	RUNX2	9606.ENSP00000376436	9606.ENSP00000360493	0	0	0	0	0.063	0.426	0	0.578	0.753
ETS1	GATA1	9606.ENSP00000376436	9606.ENSP00000365858	0	0	0	0	0.049	0.060	0	0.570	0.582
ETS1	GATA3	9606.ENSP00000376436	9606.ENSP00000368632	0	0	0	0	0.049	0.269	0	0.740	0.804
ETS1	IRF4	9606.ENSP00000376436	9606.ENSP00000370343	0	0	0	0	0.088	0	0	0.786	0.797
ETS1	STAT4	9606.ENSP00000376436	9606.ENSP00000376134	0	0	0	0	0	0	0	0.460	0.459
ETS1	SOX10	9606.ENSP00000376436	9606.ENSP00000380093	0	0	0	0	0	0.067	0	0.532	0.545
ETS1	HIF1A	9606.ENSP00000376436	9606.ENSP00000437955	0	0	0	0	0.062	0	0	0.695	0.702
ETV1	RUNX2	9606.ENSP00000405327	9606.ENSP00000360493	0	0	0	0	0	0.185	0	0.433	0.518
ETV1	NKX3-1	9606.ENSP00000405327	9606.ENSP00000370253	0	0	0	0	0.062	0.072	0	0.504	0.530
ETV1	TBR1	9606.ENSP00000405327	9606.ENSP00000374205	0	0	0	0	0	0.058	0	0.547	0.555
ETV2	SOX17	9606.ENSP00000384524	9606.ENSP00000297316	0	0	0	0	0	0.067	0	0.469	0.483
ETV2	GATA4	9606.ENSP00000384524	9606.ENSP00000334458	0	0	0	0	0.049	0.060	0	0.392	0.409
ETV2	GATA2	9606.ENSP00000384524	9606.ENSP00000345681	0	0	0	0	0.049	0.060	0	0.912	0.914
ETV2	GATA1	9606.ENSP00000384524	9606.ENSP00000365858	0	0	0	0	0.049	0.060	0	0.451	0.466
ETV4	NKX3-1	9606.ENSP00000321835	9606.ENSP00000370253	0	0	0	0	0	0.072	0	0.392	0.411
ETV4	LHX1	9606.ENSP00000321835	9606.ENSP00000477829	0	0	0	0	0	0.057	0	0.413	0.423
ETV4	SMAD3	9606.ENSP00000321835	9606.ENSP00000332973	0	0	0	0	0.060	0.060	0	0.458	0.480
ETV4	HIF1A	9606.ENSP00000321835	9606.ENSP00000437955	0	0	0	0	0	0.312	0	0.480	0.627
FLI1	SPI1	9606.ENSP00000433488	9606.ENSP00000227163	0	0	0	0.593	0.184	0	0.800	0.570	0.868
FLI1	GATA2	9606.ENSP00000433488	9606.ENSP00000345681	0	0	0	0	0.082	0.060	0.800	0.471	0.896
FLI1	RUNX2	9606.ENSP00000433488	9606.ENSP00000360493	0	0	0	0	0.060	0.830	0	0.115	0.846
FLI1	GATA1	9606.ENSP00000433488	9606.ENSP00000365858	0	0	0	0	0.062	0.681	0	0.674	0.894
FOXA2	GSC	9606.ENSP00000400341	9606.ENSP00000238558	0	0	0	0	0	0.291	0	0.447	0.591
FOXA2	NEUROG3	9606.ENSP00000400341	9606.ENSP00000242462	0	0	0	0	0.048	0.057	0	0.702	0.710
FOXA2	POU5F1	9606.ENSP00000400341	9606.ENSP00000259915	0	0	0	0	0	0.061	0	0.735	0.741
FOXA2	GATA6	9606.ENSP00000400341	9606.ENSP00000269216	0	0	0	0	0.143	0.149	0	0.789	0.832
FOXA2	MITF	9606.ENSP00000400341	9606.ENSP00000295600	0	0	0	0	0.062	0.076	0	0.386	0.421
FOXA2	T	9606.ENSP00000400341	9606.ENSP00000296946	0	0	0	0	0	0.145	0	0.669	0.705
FOXA2	SOX17	9606.ENSP00000400341	9606.ENSP00000297316	0	0	0	0	0.062	0.182	0	0.894	0.912
FOXA2	TBX5	9606.ENSP00000400341	9606.ENSP00000309913	0	0	0	0	0	0.138	0	0.374	0.437
FOXA2	RFX6	9606.ENSP00000400341	9606.ENSP00000332208	0	0	0	0	0.076	0.056	0	0.468	0.496
FOXA2	SMAD3	9606.ENSP00000400341	9606.ENSP00000332973	0	0	0	0	0	0.106	0	0.483	0.519
FOXA2	GATA4	9606.ENSP00000400341	9606.ENSP00000334458	0	0	0	0	0.100	0.368	0	0.809	0.882
FOXA2	OTX2	9606.ENSP00000400341	9606.ENSP00000343819	0	0	0	0	0.063	0.486	0	0.830	0.911
FOXA2	GATA2	9606.ENSP00000400341	9606.ENSP00000345681	0	0	0	0	0.055	0.149	0	0.518	0.579
FOXA2	SPDEF	9606.ENSP00000400341	9606.ENSP00000363149	0	0	0	0	0.067	0	0	0.515	0.528
FOXA2	PTF1A	9606.ENSP00000400341	9606.ENSP00000365687	0	0	0	0	0	0.076	0	0.609	0.623
FOXA2	GATA1	9606.ENSP00000400341	9606.ENSP00000365858	0	0	0	0	0	0.149	0	0.401	0.469
FOXA2	GATA3	9606.ENSP00000400341	9606.ENSP00000368632	0	0	0	0	0.055	0.149	0	0.457	0.525
FOXA2	SOX10	9606.ENSP00000400341	9606.ENSP00000380093	0	0	0	0	0.062	0.168	0	0.455	0.538
FOXA2	ONECUT2	9606.ENSP00000400341	9606.ENSP00000419185	0	0	0	0	0.085	0	0	0.411	0.438
FOXA2	LHX1	9606.ENSP00000400341	9606.ENSP00000477829	0	0	0	0	0.062	0.318	0	0.633	0.745
FOXA2	HIF1A	9606.ENSP00000400341	9606.ENSP00000437955	0	0	0	0	0.062	0.212	0	0.940	0.952
FOXA3	POU5F1	9606.ENSP00000304004	9606.ENSP00000259915	0	0	0	0	0.097	0.061	0	0.355	0.405
FOXA3	GATA6	9606.ENSP00000304004	9606.ENSP00000269216	0	0	0	0	0.084	0.149	0	0.546	0.615
FOXA3	SOX17	9606.ENSP00000304004	9606.ENSP00000297316	0	0	0	0	0.062	0.168	0	0.610	0.669
FOXA3	SOX15	9606.ENSP00000304004	9606.ENSP00000355354	0	0	0	0	0.062	0.168	0	0.295	0.401
FOXA3	SPDEF	9606.ENSP00000304004	9606.ENSP00000363149	0	0	0	0	0	0	0	0.601	0.601
FOXA3	GATA4	9606.ENSP00000304004	9606.ENSP00000334458	0	0	0	0	0.096	0.149	0	0.583	0.652
GABPA	YY1	9606.ENSP00000346886	9606.ENSP00000262238	0	0	0	0	0.206	0.282	0	0.517	0.701
GABPA	NKRF	9606.ENSP00000346886	9606.ENSP00000442308	0	0	0	0	0.193	0.057	0	0.274	0.400
GABPA	NRF1	9606.ENSP00000346886	9606.ENSP00000376924	0	0	0	0	0.059	0	0.600	0.608	0.839
GATA1	SPI1	9606.ENSP00000365858	9606.ENSP00000227163	0	0	0	0	0.088	0.501	0	0.989	0.995
GATA1	POU5F1	9606.ENSP00000365858	9606.ENSP00000259915	0	0	0	0	0.053	0.062	0	0.473	0.491
GATA1	YY1	9606.ENSP00000365858	9606.ENSP00000262238	0	0	0	0	0	0.078	0	0.724	0.735
GATA1	SOX17	9606.ENSP00000365858	9606.ENSP00000297316	0	0	0	0	0	0.143	0	0.336	0.407
GATA1	HOXA9	9606.ENSP00000365858	9606.ENSP00000343619	0	0	0	0	0	0.075	0	0.461	0.480
GATA1	RUNX2	9606.ENSP00000365858	9606.ENSP00000360493	0	0	0	0	0	0.181	0	0.433	0.516
GATA1	SPIB	9606.ENSP00000365858	9606.ENSP00000471921	0	0	0	0	0.062	0.281	0	0.288	0.478
GATA1	IRF4	9606.ENSP00000365858	9606.ENSP00000370343	0	0	0	0	0.071	0.114	0	0.511	0.562
GATA1	GATA3	9606.ENSP00000365858	9606.ENSP00000368632	0	0	0	0.842	0.077	0	0.650	0.739	0.701
GATA1	SOX6	9606.ENSP00000365858	9606.ENSP00000379644	0	0	0	0	0	0.143	0	0.757	0.783
GATA2	SPI1	9606.ENSP00000345681	9606.ENSP00000227163	0	0	0	0	0	0.681	0.800	0.977	0.998
GATA2	POU5F1	9606.ENSP00000345681	9606.ENSP00000259915	0	0	0	0	0.053	0.138	0	0.535	0.588
GATA2	YY1	9606.ENSP00000345681	9606.ENSP00000262238	0	0	0	0	0.049	0.078	0	0.531	0.553
GATA2	MYCN	9606.ENSP00000345681	9606.ENSP00000281043	0	0	0	0	0.062	0	0	0.433	0.446
GATA2	SOX17	9606.ENSP00000345681	9606.ENSP00000297316	0	0	0	0	0.062	0.143	0	0.580	0.633
GATA2	HOXA9	9606.ENSP00000345681	9606.ENSP00000343619	0	0	0	0	0.088	0.075	0	0.527	0.566
GATA2	OTX2	9606.ENSP00000345681	9606.ENSP00000343819	0	0	0	0	0	0.062	0	0.413	0.426
GATA2	RUNX2	9606.ENSP00000345681	9606.ENSP00000360493	0	0	0	0	0	0.181	0	0.369	0.461
GATA2	HIF1A	9606.ENSP00000345681	9606.ENSP00000437955	0	0	0	0	0	0	0	0.473	0.474
GATA2	GATA3	9606.ENSP00000345681	9606.ENSP00000368632	0	0	0	0.961	0.223	0	0.650	0.745	0.724
GATA3	SPI1	9606.ENSP00000368632	9606.ENSP00000227163	0	0	0	0	0	0.345	0	0.710	0.802
GATA3	POU5F1	9606.ENSP00000368632	9606.ENSP00000259915	0	0	0	0	0.053	0.138	0	0.616	0.660
GATA3	YY1	9606.ENSP00000368632	9606.ENSP00000262238	0	0	0	0	0.062	0.078	0	0.665	0.685
GATA3	MYCN	9606.ENSP00000368632	9606.ENSP00000281043	0	0	0	0	0.063	0	0	0.412	0.425
GATA3	T	9606.ENSP00000368632	9606.ENSP00000296946	0	0	0	0	0.062	0.119	0	0.569	0.612
GATA3	SOX17	9606.ENSP00000368632	9606.ENSP00000297316	0	0	0	0	0.062	0.143	0	0.461	0.528
GATA3	SMAD3	9606.ENSP00000368632	9606.ENSP00000332973	0	0	0	0	0.064	0.172	0.900	0.958	0.996
GATA3	PRDM1	9606.ENSP00000368632	9606.ENSP00000358092	0	0	0	0	0	0	0	0.584	0.584
GATA3	RUNX2	9606.ENSP00000368632	9606.ENSP00000360493	0	0	0	0	0	0.181	0	0.522	0.592
GATA3	LHX1	9606.ENSP00000368632	9606.ENSP00000477829	0	0	0	0	0.062	0.117	0	0.352	0.416
GATA3	REPIN1	9606.ENSP00000368632	9606.ENSP00000417291	0	0	0	0	0	0.298	0	0.220	0.429
GATA3	SOX10	9606.ENSP00000368632	9606.ENSP00000380093	0	0	0	0	0	0.143	0	0.436	0.496
GATA3	HIF1A	9606.ENSP00000368632	9606.ENSP00000437955	0	0	0	0	0	0.270	0	0.338	0.496
GATA3	STAT4	9606.ENSP00000368632	9606.ENSP00000376134	0	0	0	0	0	0	0	0.685	0.685
GATA3	IRF4	9606.ENSP00000368632	9606.ENSP00000370343	0	0	0	0	0	0.182	0	0.731	0.771
GATA4	MYF5	9606.ENSP00000334458	9606.ENSP00000228644	0	0	0	0	0	0	0	0.427	0.427
GATA4	GSC	9606.ENSP00000334458	9606.ENSP00000238558	0	0	0	0	0.130	0.117	0	0.293	0.409
GATA4	NEUROG3	9606.ENSP00000334458	9606.ENSP00000242462	0	0	0	0	0	0	0	0.526	0.526
GATA4	POU5F1	9606.ENSP00000334458	9606.ENSP00000259915	0	0	0	0	0.053	0.173	0	0.808	0.837
GATA4	YY1	9606.ENSP00000334458	9606.ENSP00000262238	0	0	0	0	0	0.078	0	0.653	0.667
GATA4	T	9606.ENSP00000334458	9606.ENSP00000296946	0	0	0	0	0.062	0.119	0	0.658	0.692
GATA4	SOX17	9606.ENSP00000334458	9606.ENSP00000297316	0	0	0	0	0.062	0.143	0	0.847	0.866
GATA4	TBX5	9606.ENSP00000334458	9606.ENSP00000309913	0	0	0	0	0.062	0.329	0	0.993	0.995
GATA4	SMAD3	9606.ENSP00000334458	9606.ENSP00000332973	0	0	0	0	0.064	0.220	0	0.541	0.636
GATA4	SOX10	9606.ENSP00000334458	9606.ENSP00000380093	0	0	0	0	0	0.143	0	0.408	0.471
GATA4	SOX6	9606.ENSP00000334458	9606.ENSP00000379644	0	0	0	0	0	0.143	0	0.417	0.479
GATA4	RUNX2	9606.ENSP00000334458	9606.ENSP00000360493	0	0	0	0	0	0.181	0	0.395	0.483
GATA4	LHX1	9606.ENSP00000334458	9606.ENSP00000477829	0	0	0	0	0.088	0.117	0	0.434	0.504
GATA4	PTF1A	9606.ENSP00000334458	9606.ENSP00000365687	0	0	0	0	0	0.077	0	0.491	0.511
GATA4	LHX9	9606.ENSP00000334458	9606.ENSP00000356357	0	0	0	0	0.062	0.117	0	0.466	0.519
GATA4	TCF21	9606.ENSP00000334458	9606.ENSP00000356857	0	0	0	0	0.063	0.077	0	0.516	0.545
GATA4	OTX2	9606.ENSP00000334458	9606.ENSP00000343819	0	0	0	0	0.061	0.062	0	0.547	0.566
GATA6	NEUROG3	9606.ENSP00000269216	9606.ENSP00000242462	0	0	0	0	0	0	0	0.501	0.501
GATA6	POU5F1	9606.ENSP00000269216	9606.ENSP00000259915	0	0	0	0	0.053	0.062	0	0.754	0.762
GATA6	PRDM1	9606.ENSP00000269216	9606.ENSP00000358092	0	0	0	0	0.062	0	0	0.409	0.422
GATA6	LHX1	9606.ENSP00000269216	9606.ENSP00000477829	0	0	0	0	0.064	0.117	0	0.379	0.442
GATA6	SOX15	9606.ENSP00000269216	9606.ENSP00000355354	0	0	0	0	0.056	0.143	0	0.408	0.479
GATA6	TCF21	9606.ENSP00000269216	9606.ENSP00000356857	0	0	0	0	0.098	0.077	0	0.441	0.494
GATA6	RFX6	9606.ENSP00000269216	9606.ENSP00000332208	0	0	0	0	0.062	0.075	0	0.503	0.531
GATA6	PTF1A	9606.ENSP00000269216	9606.ENSP00000365687	0	0	0	0	0	0.077	0	0.563	0.579
GATA6	OTX2	9606.ENSP00000269216	9606.ENSP00000343819	0	0	0	0	0	0.062	0	0.583	0.593
GATA6	T	9606.ENSP00000269216	9606.ENSP00000296946	0	0	0	0	0.062	0.119	0	0.596	0.637
GATA6	TBX5	9606.ENSP00000269216	9606.ENSP00000309913	0	0	0	0	0.049	0.119	0	0.764	0.786
GATA6	SOX17	9606.ENSP00000269216	9606.ENSP00000297316	0	0	0	0	0.089	0.143	0	0.849	0.872
GRHL2	POU5F1	9606.ENSP00000251808	9606.ENSP00000259915	0	0	0	0	0.090	0.151	0	0.444	0.533
GSC	SPI1	9606.ENSP00000238558	9606.ENSP00000227163	0	0	0	0	0	0	0.900	0	0.900
GSC	SOX17	9606.ENSP00000238558	9606.ENSP00000297316	0	0	0	0	0	0.066	0	0.586	0.596
GSC	T	9606.ENSP00000238558	9606.ENSP00000296946	0	0	0	0	0.062	0.182	0	0.642	0.701
HIF1A	POU5F1	9606.ENSP00000437955	9606.ENSP00000259915	0	0	0	0	0	0.158	0	0.778	0.805
HIF1A	YY1	9606.ENSP00000437955	9606.ENSP00000262238	0	0	0	0	0.062	0.058	0	0.558	0.576
HIF1A	MYCN	9606.ENSP00000437955	9606.ENSP00000281043	0	0	0	0	0	0	0	0.502	0.502
HIF1A	MITF	9606.ENSP00000437955	9606.ENSP00000295600	0	0	0	0	0.062	0.182	0	0.525	0.603
HIF1A	SMAD3	9606.ENSP00000437955	9606.ENSP00000332973	0	0	0	0	0	0.772	0.900	0.977	0.999
HIF1A	RUNX2	9606.ENSP00000437955	9606.ENSP00000360493	0	0	0	0	0	0.270	0	0.840	0.878
HIF1A	IRF4	9606.ENSP00000437955	9606.ENSP00000370343	0	0	0	0	0	0	0	0.421	0.421
HOXA9	SPI1	9606.ENSP00000343619	9606.ENSP00000227163	0	0	0	0	0	0.058	0	0.581	0.588
HOXA9	TBX5	9606.ENSP00000343619	9606.ENSP00000309913	0	0	0	0	0	0.155	0	0.384	0.458
HOXA9	PBX3	9606.ENSP00000343619	9606.ENSP00000362588	0	0	0	0	0	0.430	0	0.969	0.982
HOXB13	RFX6	9606.ENSP00000290295	9606.ENSP00000332208	0	0	0	0	0	0	0	0.519	0.519
HOXD13	TBX5	9606.ENSP00000376322	9606.ENSP00000309913	0	0	0	0	0.065	0.155	0	0.334	0.428
HOXD13	PBX3	9606.ENSP00000376322	9606.ENSP00000362588	0	0	0	0	0	0.252	0	0.325	0.473
IRF4	SPI1	9606.ENSP00000370343	9606.ENSP00000227163	0	0	0	0	0.130	0.720	0	0.989	0.997
IRF4	SMAD3	9606.ENSP00000370343	9606.ENSP00000332973	0	0	0	0	0	0	0	0.495	0.495
IRF4	PRDM1	9606.ENSP00000370343	9606.ENSP00000358092	0	0	0	0	0.076	0.213	0	0.898	0.920
IRF4	STAT4	9606.ENSP00000370343	9606.ENSP00000376134	0	0	0	0	0.062	0.056	0	0.500	0.518
IRF4	SPIB	9606.ENSP00000370343	9606.ENSP00000471921	0	0	0	0	0.089	0.243	0	0.834	0.875
LHX1	SOX17	9606.ENSP00000477829	9606.ENSP00000297316	0	0	0	0	0	0.066	0	0.501	0.514
LHX1	SIX2	9606.ENSP00000477829	9606.ENSP00000304502	0	0	0	0	0.063	0	0	0.675	0.683
LHX1	OTX2	9606.ENSP00000477829	9606.ENSP00000343819	0	0	0	0.589	0.099	0.425	0	0.791	0.633
LHX1	PTF1A	9606.ENSP00000477829	9606.ENSP00000365687	0	0	0	0	0	0.058	0	0.592	0.599
LHX1	TBR1	9606.ENSP00000477829	9606.ENSP00000374205	0	0	0	0	0.070	0.100	0	0.419	0.472
LHX1	ONECUT2	9606.ENSP00000477829	9606.ENSP00000419185	0	0	0	0	0.116	0.078	0	0.379	0.450
LHX9	TBR1	9606.ENSP00000356357	9606.ENSP00000374205	0	0	0	0	0.062	0.100	0	0.542	0.580
MEF2B	MYF5	9606.ENSP00000402154	9606.ENSP00000228644	0	0	0	0	0.062	0.056	0	0.429	0.450
MITF	SPI1	9606.ENSP00000295600	9606.ENSP00000227163	0	0	0	0	0.062	0.270	0	0.922	0.942
MITF	POU5F1	9606.ENSP00000295600	9606.ENSP00000259915	0	0	0	0	0	0.173	0	0.321	0.414
